y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2.0,0.26,2.279,3.157,-2.471,-1.585,2.975,0.504,2.272,-1.156,-0.142
3.0,-0.406,0.618,4.12,-0.56,2.332,3.249,3.802,3.279,-0.927,0.994
0.0,2.715,2.263,0.676,-0.976,1.113,-2.279,-1.048,3.215,0.195,-2.796
2.0,-2.101,0.391,-3.287,-0.158,2.796,0.365,2.029,1.402,0.182,-2.142
2.0,-1.055,-1.087,2.196,-1.079,-0.843,4.047,3.586,1.272,-0.886,-0.194
0.0,2.39,-0.154,-3.661,-3.795,3.781,1.134,0.22,2.028,5.262,-1.533
3.0,-2.503,-2.752,0.075,2.286,6.456,0.947,1.455,3.022,-0.299,-4.492
1.0,2.735,1.012,1.648,-1.944,-2.528,-1.561,-0.109,1.556,-2.256,2.64
1.0,-0.305,0.723,2.541,-2.143,1.513,1.847,2.307,2.271,1.679,1.087
2.0,-3.619,3.259,-1.985,-2.663,3.396,4.324,0.606,0.623,-2.392,-2.649
0.0,3.118,2.598,-2.182,-1.521,2.571,-2.742,-2.029,2.895,1.036,-2.963
2.0,-0.384,-0.438,-0.695,-1.655,0.731,2.839,1.307,2.979,1.482,-0.523
3.0,0.916,-1.181,4.723,-4.666,2.53,1.579,3.384,2.063,-1.312,-0.018
2.0,-1.704,4.014,-0.682,-1.81,0.851,2.998,0.097,-0.234,-1.909,0.113
1.0,4.48,1.78,3.368,-3.978,-1.207,-0.464,3.06,-0.037,-4.059,2.946
0.0,3.813,3.899,-1.692,-1.679,3.739,-1.053,-0.46,5.693,1.275,-2.918
1.0,1.911,-1.22,0.294,-1.617,-3.52,-0.185,-0.931,2.574,-3.822,3.598
2.0,-2.646,2.232,-1.675,-1.079,3.953,2.173,3.998,2.335,0.092,-6.115
3.0,-2.566,-1.859,2.081,3.849,1.683,-0.326,1.684,0.556,-4.45,-2.087
0.0,2.675,3.009,-4.473,-2.883,3.771,-1.341,-0.986,4.15,1.058,-3.806
1.0,-3.284,-0.599,1.578,-1.139,0.236,2.985,1.41,-0.299,0.979,0.136
1.0,1.23,5.162,-0.902,-1.196,-2.253,3.668,4.048,2.295,-0.775,0.804
0.0,0.21,-1.9,-2.795,-3.947,1.286,-2.03,-1.226,-0.525,5.184,-0.578
3.0,0.226,-2.198,0.559,2.615,-0.741,2.413,0.093,-1.4,-1.856,-2.542
0.0,3.015,1.807,-1.837,0.24,-2.808,-6.122,-1.221,3.191,-0.754,-2.689
0.0,-2.556,-0.527,0.251,-3.39,5.604,1.3,-1.764,-0.253,4.156,-0.38
3.0,-1.947,-0.672,2.516,1.642,1.272,1.866,1.815,0.353,-2.803,-1.049
1.0,2.767,0.386,4.729,-0.213,1.339,1.655,-1.258,-1.413,-3.33,1.019
3.0,2.17,-0.288,-0.704,3.125,2.784,1.687,1.666,3.284,1.148,-1.193
3.0,-1.705,-0.613,2.714,0.624,0.293,1.748,2.503,0.992,-1.525,0.504
2.0,0.334,1.265,-1.638,-2.767,-2.521,0.696,2.807,4.559,-0.843,2.169
0.0,1.601,0.942,-2.989,-0.668,-2.557,-4.122,0.796,0.637,-0.532,-0.057
0.0,3.835,3.414,-2.513,-1.139,2.397,0.421,-2.427,4.657,2.594,-3.11
2.0,-2.874,0.756,-1.337,-4.806,0.023,2.78,3.168,0.903,-5.048,1.207
2.0,-1.604,-0.544,-3.969,0.123,0.224,-2.965,4.698,1.965,-2.647,-0.494
3.0,-3.012,-2.294,2.5,-0.884,3.404,1.087,2.428,1.55,-0.979,-2.097
3.0,-0.866,0.057,1.965,5.035,2.339,1.512,1.591,1.631,0.231,0.159
3.0,2.531,-2.559,1.282,0.966,0.391,0.236,1.728,1.004,-1.371,-1.274
2.0,-0.3,2.532,-2.019,1.567,2.746,-1.36,1.391,1.752,-0.746,-4.796
0.0,1.247,3.195,-2.042,-1.338,4.211,-0.177,-2.224,0.302,0.765,-1.255
1.0,5.17,-1.085,0.688,-3.416,-3.311,-0.862,3.078,5.683,-2.244,2.862
2.0,-0.842,-1.963,-1.186,-0.788,0.15,1.855,3.516,1.807,2.259,0.903
2.0,-0.996,-2.407,-3.583,-3.826,2.879,-0.351,1.176,1.416,-4.708,-0.669
0.0,1.305,-0.39,-2.627,-2.528,-0.298,-2.85,-1.748,0.908,2.526,-1.422
0.0,1.159,2.891,-2.502,-0.645,0.255,-4.576,-0.753,2.149,-0.987,-1.4
3.0,-2.957,-0.33,-1.479,2.504,1.398,3.176,2.377,2.054,-0.391,-1.411
3.0,-1.548,-0.968,1.143,0.867,-0.222,0.84,2.307,2.341,-4.028,-0.751
1.0,3.969,1.54,4.017,-1.802,-2.567,-0.824,-0.727,-2.453,-6.347,2.509
0.0,2.481,0.809,1.606,-0.994,-0.025,-0.628,-0.889,0.184,1.488,-0.513
3.0,-2.394,-4.221,-1.469,2.544,4.359,0.214,0.534,3.428,2.503,-3.949
1.0,3.71,-1.06,0.432,-3.607,-4.156,-1.696,1.152,4.382,-2.722,3.049
2.0,-4.817,1.659,-2.793,1.394,2.288,2.375,0.474,0.849,1.362,-1.532
1.0,3.698,2.092,0.997,-1.414,-3.41,0.707,1.097,2.465,-3.539,1.866
2.0,-3.316,-1.203,-4.309,-4.112,3.109,3.108,1.289,2.461,-1.413,-0.8
2.0,-1.536,2.558,0.236,1.716,0.811,1.165,1.595,-0.554,-0.464,-0.966
1.0,-0.415,1.219,-2.627,-2.36,-3.06,1.532,2.943,2.818,-0.892,1.035
1.0,2.829,0.685,1.687,-0.654,-0.707,2.312,0.523,0.704,-3.434,0.7
2.0,0.983,-0.233,-0.817,-1.281,-0.08,1.178,1.319,0.891,-0.938,1.322
3.0,0.714,-2.333,1.148,-0.04,1.134,1.628,0.66,1.344,0.419,-1.942
2.0,-2.761,2.164,-0.465,-1.8,1.118,0.479,1.104,0.663,-2.452,0.038
1.0,5.36,5.995,1.635,-1.319,-2.851,-1.89,1.26,4.016,-0.871,0.188
3.0,0.555,-1.893,0.824,2.641,2.444,-0.6,0.563,3.457,-2.405,-1.847
0.0,1.738,0.991,-2.339,-0.951,0.312,-3.607,-0.85,1.418,1.979,-1.125
2.0,-1.074,1.729,0.53,-1.934,-1.704,0.007,1.301,1.743,-1.097,-0.551
3.0,2.203,1.723,0.759,-1.583,-2.203,-0.384,1.302,2.075,-1.343,1.438
2.0,-0.316,4.161,-0.766,2.189,0.37,-0.376,-0.516,1.055,-0.894,-1.192
0.0,2.482,3.389,-1.758,-2.109,4.127,0.987,-1.02,3.271,1.292,-2.353
3.0,-0.366,-2.713,1.4,-0.96,-0.454,1.207,1.593,1.011,-1.215,-2.227
3.0,-0.59,-3.231,-0.058,1.591,0.707,1.561,-1.106,-2.302,-1.623,-4.283
3.0,1.287,-2.448,-0.693,0.307,-0.422,1.684,1.53,-0.27,-1.877,-2.34
0.0,1.715,1.93,-1.487,-0.091,-1.001,-1.883,-1.037,2.206,0.001,-0.997
2.0,-1.504,0.862,-2.517,-1.907,3.375,2.109,-0.116,1.456,-1.248,-2.025
2.0,-0.588,3.577,1.104,-0.31,-0.578,-1.393,0.47,-0.332,-5.665,-0.158
3.0,0.847,-2.102,-0.084,-1.482,0.706,1.754,0.571,0.157,-1.885,-1.78
3.0,-1.609,-1.35,0.278,-0.979,0.347,1.297,2.251,1.136,1.239,0.785
3.0,-0.468,-0.21,0.704,3.13,-0.25,0.613,2.784,1.454,-2.185,0.487
0.0,-1.747,-1.15,-3.257,-1.89,-0.155,2.068,-2.903,0.402,2.837,0.109
2.0,-2.443,2.582,-3.045,0.471,2.094,1.097,2.322,0.545,-2.521,-2.438
1.0,4.507,2.139,2.843,-1.563,-0.235,2.518,2.607,1.272,-3.839,2.025
0.0,6.841,0.921,-1.806,-1.535,-3.451,-4.453,-0.816,4.898,1.779,-4.236
2.0,0.714,1.04,0.505,-1.824,-0.529,0.496,1.767,1.805,-0.457,0.374
1.0,0.253,2.909,1.344,-1.027,-3.033,1.368,0.896,1.409,-0.015,0.614
2.0,-0.077,2.363,0.27,1.975,-0.615,-1.492,3.345,3.698,0.07,-3.34
1.0,3.331,-0.274,0.708,-4.937,-5.486,-3.17,2.045,4.765,-2.226,3.925
0.0,-2.305,-2.061,1.791,0.067,2.097,4.18,0.939,0.39,-0.172,-2.856
0.0,1.688,1.896,-4.009,-1.907,2.47,0.754,-0.679,2.142,2.061,-1.661
0.0,0.573,1.004,0.022,-0.681,-1.299,-3.184,-1.969,1.589,0.145,-0.946
2.0,-3.337,-1.528,-1.347,-2.296,2.18,4.332,4.765,0.674,-2.084,-1.028
0.0,2.789,2.634,0.364,-0.674,0.312,-3.641,-1.741,4.27,-0.46,-3.013
0.0,1.97,0.499,-0.411,-3.187,3.263,-0.001,-0.814,4.318,3.559,-3.26
0.0,-3.039,0.53,-1.143,-0.89,2.057,-1.643,-1.263,-2.988,0.573,1.53
3.0,-5.463,-1.609,-0.63,1.757,2.577,1.9,1.173,3.038,-0.407,-2.539
2.0,-2.229,3.507,-2.507,-1.4,2.33,-0.668,0.715,0.909,-1.605,-1.418
1.0,3.446,1.446,1.816,-1.789,-0.335,2.255,2.88,2.077,-2.12,1.544
3.0,-1.097,-4.434,0.884,0.371,0.832,-1.847,2.133,-0.199,-2.277,-3.252
3.0,-6.113,-3.1,0.246,4.3,3.625,2.759,0.896,1.08,-0.45,-5.322
3.0,-0.726,-1.068,3.404,0.816,-0.214,2.193,0.632,0.03,-4.827,-0.919
1.0,3.574,-0.805,2.283,-1.965,-2.933,-1.287,-0.628,4.49,-2.526,2.456
0.0,1.952,0.949,-0.95,-2.523,3.705,0.079,-3.167,2.493,3.816,-2.852
1.0,1.48,1.64,2.557,0.267,1.631,3.955,2.328,1.623,0.575,0.12
0.0,2.163,1.936,-4.854,-2.303,1.875,-1.734,-3.077,2.565,2.126,-2.731
0.0,2.124,0.133,-5.948,-3.165,-0.035,-2.772,-1.815,0.93,2.533,-2.055
0.0,1.627,2.354,-0.529,-1.584,3.149,-1.435,-1.329,0.518,1.526,-1.273
1.0,0.416,3.52,2.224,-0.223,-0.748,1.135,0.388,1.676,-0.466,1.847
2.0,-2.364,-4.334,-0.314,-1.193,1.434,3.094,1.254,2.318,-0.586,-3.911
3.0,-2.29,0.722,4.08,1.863,1.813,2.051,1.684,2.738,-1.963,0.311
0.0,-1.327,0.406,-5.279,-2.343,1.95,-0.298,-1.364,0.878,1.898,-0.917
0.0,1.824,-0.826,-5.98,-4.339,2.651,3.666,-0.809,4.517,5.284,-2.499
1.0,5.99,2.812,2.482,-3.589,-3.346,-2.717,2.9,1.541,-4.275,2.904
2.0,-3.412,2.656,-0.927,-2.276,3.968,2.717,2.146,0.238,-0.722,-4.154
2.0,0.581,2.795,2.372,-0.6,-0.995,-1.118,1.259,1.667,-1.487,-2.009
3.0,-0.674,-2.851,1.164,0.723,0.863,1.162,-0.268,-0.056,-1.957,-3.524
1.0,1.023,3.316,4.725,1.21,-0.213,2.898,-1.531,-2.805,-1.975,0.51
1.0,0.754,-1.861,-0.261,-1.627,-3.508,0.322,0.832,3.58,-0.251,1.093
0.0,1.223,-0.285,1.33,-1.385,0.329,-0.803,-1.771,-0.977,2.632,0.131
1.0,0.718,0.684,1.097,-2.326,0.467,1.048,1.904,1.31,-1.213,1.423
1.0,-0.206,0.667,1.854,-0.792,-0.671,4.925,1.81,-0.614,-1.738,-0.089
1.0,0.897,0.979,2.996,-1.878,-2.417,-1.508,-0.495,1.084,-2.654,3.62
3.0,-3.538,-0.743,4.012,1.903,3.271,1.401,1.679,2.255,-1.485,-1.571
1.0,-1.143,3.096,2.177,-2.326,1.751,2.007,3.63,-2.798,-1.655,1.934
0.0,2.834,-0.464,-5.494,-4.193,2.123,1.09,-1.336,3.307,4.769,-2.666
3.0,-0.864,-3.896,1.219,1.428,1.068,-1.761,0.344,-1.279,-0.449,-2.39
2.0,-3.26,0.612,-4.039,-5.438,3.394,4.583,3.364,1.759,0.529,-2.594
2.0,-0.627,-0.385,-2.352,-1.191,3.234,1.442,1.417,3.05,0.75,-2.353
0.0,1.814,1.261,-2.474,-2.622,2.695,1.385,-1.389,3.056,0.932,-2.605
2.0,-1.189,2.144,0.624,-3.485,-0.291,1.065,-0.3,0.781,-2.064,0.431
3.0,-0.724,-1.82,3.154,-1.507,1.519,0.826,1.789,3.063,-3.023,-1.0
1.0,2.023,2.508,1.262,-3.319,-1.19,0.53,2.854,1.51,-3.467,2.076
3.0,-1.641,-2.067,1.586,0.099,0.921,2.729,1.215,3.299,-0.527,-1.327
2.0,-2.587,4.012,-3.626,-1.049,3.583,0.26,1.325,2.011,-2.081,-4.163
3.0,0.416,0.328,-1.524,-0.04,2.397,2.992,2.473,0.316,-0.808,-1.223
1.0,3.393,1.031,1.401,-3.353,-0.768,-1.524,1.773,1.809,-4.261,3.417
2.0,-4.948,3.074,-0.032,-0.012,1.098,3.845,2.15,-0.289,0.923,-1.471
0.0,0.394,3.958,0.351,0.375,2.488,-3.513,-3.422,2.971,-2.423,-3.021
2.0,1.431,7.403,-0.649,-1.403,0.855,-1.555,-2.776,0.729,-2.537,-1.791
2.0,-0.564,3.74,-0.821,2.893,-0.86,-1.54,1.92,1.804,-0.395,-3.709
1.0,0.455,-2.706,1.284,-1.455,-0.667,2.236,0.559,2.192,-2.342,2.628
2.0,-2.752,3.33,-1.037,0.066,1.052,1.877,-0.219,1.546,0.501,-2.267
0.0,-1.366,2.677,0.122,-1.802,4.857,-1.366,-0.728,0.752,-0.098,-0.938
0.0,-0.931,1.17,-1.623,-0.873,0.754,-2.965,0.765,-0.088,0.263,0.463
3.0,2.123,-1.293,1.294,2.001,2.26,0.067,3.039,2.784,-1.567,-0.589
3.0,-1.323,-3.977,-0.986,0.12,3.058,-0.022,0.006,4.332,-1.206,-3.612
0.0,3.017,-0.819,-4.749,-3.669,-0.593,1.132,-0.176,1.587,3.794,-1.267
3.0,-2.985,-3.224,-0.874,3.013,1.889,3.255,1.005,-0.333,0.336,-4.409
2.0,-3.31,2.95,-2.594,-1.721,2.98,2.442,1.814,1.813,-1.717,-3.006
3.0,0.218,-0.577,3.542,1.306,1.163,1.332,0.881,-1.604,-0.693,-0.449
0.0,0.197,-0.882,-4.596,-2.365,-2.192,-1.554,-1.693,3.508,1.335,-2.235
0.0,-1.459,2.969,2.124,-0.411,5.858,-0.708,-6.722,2.049,0.229,-3.475
2.0,-2.214,-1.629,-6.564,-0.394,2.791,-0.884,2.235,2.125,-1.815,-0.346
2.0,-3.364,5.13,-2.755,1.877,1.055,0.888,-1.115,0.181,-4.658,-1.61
2.0,-0.875,2.843,1.223,-5.0,-1.14,1.676,1.054,0.501,-1.627,0.893
2.0,-2.328,-1.995,-1.814,-3.525,0.954,3.201,2.466,2.623,-4.123,-0.564
3.0,-2.019,-1.791,0.419,3.253,0.523,2.512,1.491,0.669,-0.267,-2.337
0.0,2.187,0.355,-5.789,-3.446,2.009,1.191,-0.366,0.8,3.823,-0.902
3.0,-2.663,0.501,4.4,0.983,1.733,3.107,2.615,2.442,-2.847,1.67
2.0,-2.658,0.878,-3.907,-0.444,1.942,-0.567,1.018,1.875,-3.651,-1.203
0.0,1.452,-1.145,-3.551,-1.776,-4.999,-2.059,1.106,3.144,0.188,-1.494
2.0,-3.459,3.751,-2.946,0.849,2.652,0.534,0.763,-0.833,-3.635,-1.479
3.0,-5.091,0.881,3.13,1.474,3.458,2.658,4.028,2.826,-1.38,0.146
0.0,1.115,1.937,-1.335,-1.997,4.64,-3.017,-2.565,-0.545,1.189,-2.279
3.0,-2.337,-2.437,1.293,3.405,1.966,-0.092,0.822,1.508,-0.374,-1.421
0.0,2.018,1.401,-2.877,-1.59,0.785,-1.729,-1.526,2.523,0.672,-2.664
0.0,3.526,-1.25,-6.115,-3.686,-1.278,-1.504,-0.385,2.59,5.369,-1.394
3.0,-5.817,-4.031,-0.717,0.997,4.854,1.515,-0.715,3.566,0.413,-5.175
1.0,2.016,1.037,-0.397,-2.15,-4.526,0.421,2.247,5.624,1.097,2.759
0.0,1.188,-1.681,-5.628,-3.693,-0.72,-2.101,0.506,-1.167,4.231,0.878
1.0,0.761,3.934,0.421,0.162,-2.959,3.588,0.769,1.204,-0.546,-0.612
3.0,0.441,-0.434,4.208,1.09,1.645,0.619,2.57,0.546,-0.943,0.819
3.0,-1.426,2.121,0.685,2.877,-1.779,4.372,1.503,1.051,0.561,2.953
2.0,-0.985,0.012,-2.009,-2.344,-0.484,0.66,2.69,2.684,-3.315,0.552
0.0,0.011,-2.254,-0.122,-3.228,1.063,2.367,-0.991,1.803,6.325,-0.465
2.0,-1.643,4.472,-3.448,-1.276,4.722,0.966,-0.022,-0.051,-3.322,-3.774
3.0,-1.657,-3.148,1.152,-0.858,2.567,1.068,0.907,0.468,1.226,-2.715
2.0,1.299,0.54,-1.5,-3.797,1.102,4.182,1.64,5.061,1.469,-0.856
0.0,0.436,0.857,-0.144,-1.403,2.194,-0.597,-3.24,-0.281,2.326,-1.018
1.0,0.765,-0.661,-0.213,-3.282,-2.958,-0.3,1.755,4.353,0.032,1.73
3.0,-1.481,-0.447,1.792,0.571,0.796,2.469,3.551,4.508,-2.727,-0.559
3.0,-2.12,-3.697,-1.868,0.06,1.081,1.869,0.933,-1.571,1.868,-3.027
0.0,1.528,2.367,-3.5,-0.487,-0.601,0.436,0.417,2.617,-1.27,-0.723
3.0,-2.521,-0.872,1.452,3.603,2.558,-0.419,2.367,4.992,-2.495,-0.919
1.0,2.171,4.852,-0.604,-4.316,-2.794,-1.415,4.951,-0.98,-3.314,2.712
3.0,-4.813,-3.7,-4.792,1.945,-0.245,4.532,-1.616,0.111,2.0,-4.805
1.0,-0.082,1.209,1.431,-4.946,-1.961,-2.234,3.285,4.216,0.1,4.621
3.0,-1.699,-1.096,-0.224,4.782,1.484,2.424,0.97,2.275,-1.453,-2.538
0.0,0.97,-0.135,-2.354,-1.024,-1.467,-3.885,-2.354,-2.602,1.279,-0.006
1.0,4.005,4.433,-1.875,-5.782,-3.388,-3.737,5.603,3.693,-2.662,4.274
3.0,-0.089,-3.574,2.645,-2.265,1.182,0.88,-0.152,-1.83,0.244,-2.537
3.0,0.807,-2.989,1.886,1.385,-1.384,0.337,1.565,4.361,-5.052,-1.487
1.0,1.377,1.056,2.977,0.79,-1.661,2.771,-2.862,0.009,-3.448,-0.155
3.0,-2.315,0.653,2.663,0.772,2.494,2.951,2.538,2.353,-1.845,-0.081
3.0,-0.528,0.176,3.398,-0.554,0.437,5.032,1.064,-0.562,-2.818,-0.875
1.0,3.356,6.888,4.688,-3.077,0.645,1.082,4.967,-0.68,-1.178,1.538
1.0,3.705,5.002,3.965,-2.59,-0.467,-0.894,1.108,-1.699,-4.928,2.684
2.0,-2.342,1.143,-2.457,1.288,1.182,1.299,2.255,0.226,-2.05,0.117
2.0,-0.3,1.904,-2.526,-1.097,0.385,-1.64,0.295,2.806,-1.62,-0.203
0.0,2.046,-2.432,0.14,-2.74,-0.174,-3.538,-2.778,-0.975,5.172,-1.843
0.0,-0.465,4.824,2.384,1.946,0.77,-2.273,0.834,-0.101,-3.678,1.83
1.0,1.534,-1.509,-2.389,-5.352,-6.53,-4.52,2.375,5.278,-3.354,4.961
1.0,3.929,1.979,2.277,-2.13,-0.653,2.018,3.321,1.559,-1.654,-0.365
3.0,-2.59,-0.286,2.788,-1.887,0.768,4.79,1.715,1.931,-2.831,-0.082
3.0,-0.318,-1.501,-0.5,2.096,-1.524,-0.015,1.172,-0.849,-0.002,0.456
0.0,2.925,0.088,-0.779,-1.451,-0.297,-1.111,-1.876,0.651,2.359,-1.888
1.0,2.599,2.21,6.51,-2.8,1.641,0.862,1.775,0.564,-0.905,1.377
1.0,5.099,3.715,3.787,-1.38,-2.897,3.414,2.431,2.606,-0.995,0.444
1.0,6.025,5.604,0.051,-3.179,-2.025,-1.691,3.529,3.604,-4.133,4.519
0.0,-0.235,0.716,0.077,-1.587,0.99,-3.705,-0.187,-0.11,0.627,-0.481
1.0,2.567,3.377,2.625,-1.968,1.28,2.495,3.787,2.771,-0.78,2.678
0.0,4.454,2.116,-3.237,-1.997,0.639,1.1,-0.082,4.01,0.887,-2.146
3.0,0.095,-0.344,0.398,0.196,-3.34,2.902,-0.094,1.733,-4.388,-0.779
3.0,1.709,-3.696,1.454,-0.164,0.519,0.749,1.821,-1.107,-1.119,-3.259
0.0,1.502,2.83,-2.418,-0.449,0.298,-2.929,-1.586,1.906,-0.559,-1.519
2.0,-2.685,3.686,-4.536,1.823,4.107,-2.056,2.752,0.207,-3.309,-3.073
0.0,-1.179,1.418,-0.381,-0.944,1.518,-1.277,-0.607,1.121,1.291,0.398
3.0,-2.76,-0.834,2.129,1.659,0.529,2.167,2.077,0.097,-0.483,-0.859
2.0,-0.072,0.137,-0.732,-2.13,-0.862,1.549,2.293,1.954,-3.328,0.742
1.0,2.812,1.332,0.424,-2.188,-0.214,0.437,1.869,3.042,-2.504,1.853
3.0,0.89,-1.801,-0.597,1.307,-2.051,1.086,-0.011,-0.087,-2.659,-1.699
1.0,2.885,-0.307,0.205,-3.703,-5.784,-2.938,2.33,3.385,-2.046,2.852
0.0,3.167,2.577,-4.217,-0.741,-1.552,-2.194,-0.041,2.476,0.541,-0.55
1.0,-2.063,2.174,3.931,-1.261,1.744,3.977,2.169,-1.567,0.781,0.62
1.0,-2.328,0.641,2.17,-2.266,1.738,3.16,2.132,-1.002,-1.416,1.756
2.0,-0.331,0.943,-1.851,-4.162,0.962,1.055,0.828,2.211,-3.137,-0.086
0.0,0.919,1.182,0.483,-1.983,3.342,-0.162,-2.71,3.288,2.943,-2.599
0.0,-1.197,4.166,-4.522,-0.074,1.669,-2.447,-0.928,2.863,-2.104,-1.221
0.0,-0.567,2.623,-1.021,-0.996,1.43,-0.868,0.172,3.565,0.279,-0.404
0.0,0.078,0.252,-1.111,-1.573,1.781,-2.1,-2.529,2.045,3.314,-1.944
1.0,1.481,0.65,2.232,-0.321,0.815,3.237,0.557,3.508,-1.206,1.036
1.0,2.465,5.658,0.625,-2.697,-3.601,2.143,5.54,3.28,0.906,0.661
1.0,3.918,-0.121,2.715,-1.83,-2.918,-1.574,-0.706,3.056,-1.973,2.347
0.0,3.431,0.025,-3.427,-3.922,2.023,0.453,-0.519,2.538,4.056,-1.93
1.0,0.626,0.423,0.89,-1.165,0.102,1.185,0.845,0.768,-2.876,2.431
0.0,2.537,2.917,-2.742,-1.091,-1.034,-3.882,1.996,2.168,-2.476,-0.71
0.0,0.701,3.145,1.825,-0.998,5.742,0.368,-2.818,0.277,1.987,-1.174
2.0,-3.074,1.586,1.561,0.309,1.403,5.04,1.614,-0.649,0.827,-2.204
2.0,-2.768,2.054,2.561,-2.032,-1.345,3.615,1.557,0.322,-0.265,-0.443
2.0,-1.717,1.596,-2.286,-1.388,2.903,0.12,2.198,1.412,-2.363,-2.507
1.0,4.504,0.617,3.658,-0.612,-1.59,2.841,0.035,1.92,-2.859,0.631
0.0,-1.221,0.516,-3.958,-3.009,2.971,0.475,-2.832,3.677,3.015,-2.779
2.0,-1.929,3.653,-3.611,-1.89,4.127,0.148,-0.082,-0.754,-5.243,-0.66
0.0,1.69,-0.598,-3.045,-1.936,-2.582,-4.424,1.008,0.298,2.136,-0.108
3.0,-4.591,-0.771,2.167,0.16,1.876,2.684,1.981,-2.412,0.306,-0.892
1.0,1.544,0.17,2.274,-1.245,-0.975,2.07,0.242,2.417,-0.997,0.201
3.0,-1.72,-1.914,-1.188,-2.045,0.561,2.352,3.915,3.225,0.883,-0.971
3.0,-2.479,-3.858,-0.67,4.122,1.185,-0.533,2.744,1.553,-0.272,-1.762
0.0,4.119,4.842,-1.658,-1.208,4.265,-1.711,-0.312,2.858,-0.457,-2.668
1.0,0.153,0.687,0.473,-2.051,-1.999,0.006,0.776,-0.299,-1.715,2.015
0.0,-0.002,-1.111,-0.868,-3.256,2.978,-0.474,-2.341,-1.183,3.66,-2.102
2.0,-2.058,4.597,-0.414,-3.854,1.036,2.723,0.484,2.838,0.634,-3.778
0.0,2.088,0.992,-4.698,-1.694,0.373,-1.594,-2.442,2.625,1.12,-3.282
0.0,1.887,0.852,1.444,-1.527,3.379,-0.957,-2.004,-1.557,3.398,-0.261
3.0,0.484,-1.813,0.662,4.089,1.237,-0.838,0.286,1.084,-2.33,-2.244
3.0,-1.786,-1.273,-0.98,3.12,-0.781,2.747,0.451,0.47,-2.567,-2.173
2.0,-4.695,-0.717,-4.39,-4.94,3.681,5.863,2.872,1.583,-2.288,-0.793
1.0,2.173,3.646,5.108,-0.027,2.909,3.547,0.695,-3.201,-4.277,1.56
2.0,-2.699,0.07,-3.981,-1.908,3.813,3.094,2.641,-0.074,-2.714,-1.419
3.0,0.039,-4.415,-0.276,-1.807,0.894,0.041,2.732,2.425,-0.293,-2.332
0.0,0.769,-0.397,-4.917,-3.343,2.103,2.038,-1.73,0.722,4.441,-0.853
1.0,-1.822,1.731,1.061,-2.112,-0.47,3.373,3.087,-0.916,-1.416,0.701
1.0,-0.567,-2.315,-0.651,-3.631,-2.369,1.953,3.618,5.581,1.852,0.363
2.0,-3.18,-2.25,-2.685,-3.12,3.426,3.874,3.272,0.857,-2.006,-1.271
2.0,-2.443,0.371,-0.502,-2.048,2.497,3.925,4.732,0.755,-0.912,-3.483
1.0,1.227,4.547,2.07,1.449,-1.394,5.081,0.168,-2.392,-3.318,0.06
0.0,-5.751,-1.906,-0.694,1.935,4.529,3.432,1.028,1.242,-1.043,-4.174
2.0,-1.199,2.22,-0.368,-1.519,-0.93,1.301,2.716,1.918,1.739,-0.608
2.0,-0.838,3.78,-1.754,-0.162,0.91,0.684,0.836,0.265,-0.148,-1.272
3.0,-1.085,-1.074,1.524,2.437,-0.243,2.146,2.125,1.711,-1.438,-0.176
1.0,-1.264,-0.714,3.1,-1.524,2.685,4.537,1.623,-1.444,-1.664,-0.031
2.0,-0.275,2.941,-2.344,3.109,0.033,-2.725,3.157,2.549,-1.718,-2.929
2.0,0.659,-2.761,-2.279,-3.463,1.533,2.573,0.648,3.505,-1.233,-0.175
1.0,3.458,0.176,3.745,-2.394,0.785,3.056,2.587,1.239,-1.776,0.77
3.0,-0.515,-0.026,0.496,2.536,-0.652,2.185,1.569,2.038,-1.101,0.055
1.0,3.205,-0.121,1.277,-0.067,-3.839,1.553,-1.668,2.933,-2.429,0.959
1.0,3.686,-1.187,-0.217,-4.026,-3.172,-2.367,2.265,5.364,-2.151,3.654
1.0,2.33,3.395,-1.344,-4.059,-1.375,-0.224,4.711,1.726,-3.339,2.202
3.0,-3.201,1.567,-0.081,5.439,2.81,1.479,3.218,2.026,0.483,1.778
0.0,1.424,3.471,-2.786,0.383,-1.327,-4.072,0.108,0.862,-3.087,-0.411
0.0,1.061,0.74,-0.5,-0.655,0.269,-2.2,-3.444,0.304,0.798,-1.362
2.0,1.376,3.109,4.721,-2.721,0.022,-0.806,2.234,-0.506,-1.275,2.782
0.0,2.565,2.14,-3.172,-1.783,1.402,-0.471,-2.601,4.859,1.866,-3.596
3.0,-0.26,-1.316,2.593,-0.863,1.802,0.664,2.022,1.852,-0.62,-0.206
3.0,-2.308,-1.393,2.617,1.093,2.538,2.324,0.956,0.318,-0.41,-1.428
1.0,-1.546,-0.956,0.264,-1.674,0.066,2.31,2.722,3.87,2.809,0.509
3.0,-0.859,-3.963,2.087,1.805,0.301,-0.034,-0.691,-0.645,-1.835,-3.612
2.0,-2.719,4.221,-1.653,0.405,2.992,1.481,1.149,1.59,0.357,-5.356
0.0,-0.787,1.037,-0.312,-1.215,2.509,-1.411,-1.892,1.56,1.598,-1.511
2.0,1.451,4.374,-3.163,-4.103,3.261,0.399,-2.231,4.678,-2.084,-2.867
